Wavelength,Flux,BestFit,SkyFlux
6718.928,114.929,118.123,6.546
6720.475,114.251,118.810,6.280
6722.023,115.028,118.515,5.864
6723.571,116.475,118.388,5.893
6725.119,114.351,118.456,5.886
6726.668,116.703,118.190,5.974
6728.217,115.305,118.022,5.904
6729.767,114.728,118.478,5.955
6731.316,115.727,118.672,6.284
6732.866,116.350,119.216,6.592
6734.417,113.405,119.479,6.222
6735.968,114.736,119.299,5.815
6737.519,115.788,119.718,5.700
6739.071,115.814,119.284,5.791
6740.622,117.763,118.771,5.964
6742.175,119.109,118.506,6.010
6743.727,117.574,118.231,5.937
6745.280,116.729,118.041,5.964
6746.834,116.880,118.470,6.083
6748.387,116.344,118.776,6.002
6749.941,115.382,118.675,5.955
6751.496,114.368,118.858,5.893
6753.051,114.771,119.004,5.646
6754.606,116.362,118.853,5.638
6756.161,117.301,118.889,5.875
6757.717,115.192,118.533,5.835
6759.273,114.542,118.493,5.830
6760.830,115.139,118.737,5.846
6762.387,115.278,118.890,5.889
6763.944,114.642,118.666,5.786
6765.502,117.073,118.203,5.833
6767.060,116.572,118.186,5.612
6768.618,114.745,118.412,5.606
6770.177,115.362,118.765,5.779
6771.736,115.237,118.515,5.786
6773.295,116.420,117.833,5.807
6774.855,116.862,118.036,5.738
6776.415,113.495,118.282,5.746
6777.976,115.631,118.802,5.871
6779.536,115.728,118.457,5.855
6781.098,114.572,117.483,5.785
6782.659,115.413,117.085,5.659
6784.221,117.376,117.709,5.764
6785.784,116.928,117.633,5.773
6787.346,116.106,117.189,5.644
6788.909,118.406,117.213,5.852
6790.473,118.754,117.429,5.799
6792.036,118.334,117.478,5.839
6793.600,120.288,117.723,5.640
6795.165,116.934,118.115,5.578
6796.730,115.211,118.660,5.628
6798.295,116.823,118.530,5.625
6799.860,117.096,118.095,5.568
6801.426,117.235,118.089,5.532
6802.993,116.296,118.443,5.486
6804.559,117.474,118.600,5.558
6806.126,117.911,118.550,5.733
6807.694,118.359,118.482,5.689
6809.261,115.541,118.186,5.713
6810.829,115.860,117.932,5.588
6812.398,117.897,118.537,5.736
6813.967,119.709,119.122,5.633
6815.536,119.203,119.108,5.662
6817.105,119.058,118.698,5.455
6818.675,117.401,118.630,5.739
6820.245,119.727,118.908,5.761
6821.816,117.601,118.645,5.667
6823.387,118.324,118.368,5.671
6824.958,118.559,118.093,5.767
6826.530,119.490,118.158,6.372
6828.102,117.881,118.347,8.649
6829.674,118.002,118.452,12.174
6831.247,117.530,118.620,13.290
6832.820,116.537,118.465,11.787
6834.394,118.739,118.439,11.670
6835.968,118.542,118.968,12.780
6837.542,117.951,119.382,10.972
6839.116,117.490,119.170,7.262
6840.691,115.772,118.846,6.383
6842.267,116.492,118.690,7.110
6843.842,115.395,118.942,7.450
6845.418,114.519,119.165,6.851
6846.995,118.245,119.255,5.999
6848.572,116.453,119.250,5.620
6850.149,117.197,119.149,5.858
6851.726,117.444,119.366,6.027
6853.304,116.254,119.230,5.881
6854.882,117.021,119.166,5.882
6856.461,115.756,118.920,5.512
6858.040,117.278,118.673,5.630
6859.619,113.664,119.366,5.599
6861.199,114.845,119.771,5.767
6862.779,115.794,119.962,8.672
6864.359,116.749,120.108,15.195
6865.940,118.831,120.070,18.454
6867.521,116.344,119.811,14.019
6869.103,116.216,119.610,8.279
6870.684,118.203,119.506,7.010
6872.267,119.920,119.695,7.732
6873.849,120.119,120.075,7.342
6875.432,119.191,120.295,6.295
6877.015,120.599,120.273,5.699
6878.599,119.145,120.297,5.723
6880.183,119.106,120.185,5.989
6881.768,119.113,120.159,6.938
6883.352,116.198,120.147,7.327
6884.937,116.964,120.087,6.606
6886.523,117.331,120.072,5.895
6888.109,116.969,120.233,6.212
6889.695,117.377,120.374,7.765
6891.282,117.354,120.510,8.591
6892.869,121.044,120.276,7.679
6894.456,119.421,120.112,6.443
6896.044,118.924,120.212,6.053
6897.632,119.512,120.040,5.907
6899.220,118.262,120.172,5.971
6900.809,119.199,119.956,7.424
6902.398,117.981,120.115,8.870
6903.988,119.013,120.605,8.281
6905.577,119.748,120.979,6.408
6907.168,118.830,121.165,5.671
6908.758,122.295,121.139,5.317
6910.349,117.072,121.032,5.471
6911.941,117.785,121.055,6.869
6913.532,117.684,121.262,8.966
6915.124,115.179,121.211,9.389
6916.717,115.359,120.559,7.395
6918.310,116.545,120.856,5.828
6919.903,117.584,120.804,5.400
6921.496,116.022,121.070,6.266
6923.090,115.582,121.190,9.694
6924.685,115.689,120.815,12.744
6926.279,116.593,120.818,11.698
6927.874,118.008,120.852,7.757
6929.470,118.741,121.034,5.891
6931.065,118.009,121.132,5.841
6932.662,118.206,121.154,5.597
6934.258,117.190,121.113,5.545
6935.855,117.469,121.122,5.591
6937.452,120.591,122.154,5.729
6939.050,120.392,121.853,6.901
6940.648,119.538,121.709,8.917
6942.246,120.322,122.133,9.040
6943.845,120.441,122.436,7.180
6945.444,119.718,122.296,5.708
6947.043,117.446,122.061,5.760
6948.643,116.833,122.526,8.963
6950.243,119.448,122.732,13.313
6951.844,119.075,122.794,13.404
6953.445,118.402,122.992,8.907
6955.046,120.447,122.734,6.349
6956.648,120.258,122.115,6.013
6958.250,120.841,122.066,5.978
6959.852,120.010,121.855,5.879
6961.455,119.232,121.888,5.908
6963.058,118.454,122.452,5.771
6964.661,117.608,122.599,5.762
6966.265,121.597,122.359,5.873
6967.869,119.398,122.492,6.079
6969.474,120.171,122.572,6.628
6971.079,121.021,122.776,7.762
6972.684,120.790,123.059,7.752
6974.290,120.753,122.789,6.549
6975.896,121.497,122.894,5.779
6977.502,119.895,123.227,7.017
6979.109,119.461,123.546,9.689
6980.716,117.640,123.643,10.648
6982.324,119.102,123.521,8.469
6983.932,121.253,123.433,6.324
6985.540,119.946,123.393,5.918
6987.149,121.908,122.914,5.944
6988.758,121.625,122.726,5.930
6990.367,120.984,123.082,5.917
6991.977,120.858,123.384,5.970
6993.587,121.293,123.047,5.856
6995.198,120.348,123.252,5.778
6996.809,121.825,123.211,5.863
6998.420,124.558,122.936,5.857
7000.032,121.212,122.927,5.877
7001.644,118.980,123.339,5.974
7003.256,121.695,123.751,6.382
7004.869,121.391,124.056,6.808
7006.482,119.551,123.801,6.940
7008.095,120.524,123.660,6.008
7009.709,121.598,123.857,5.799
7011.323,122.933,124.004,6.864
7012.938,120.047,123.787,8.097
7014.553,119.744,123.927,7.503
7016.168,120.352,124.213,5.950
7017.784,119.079,124.175,5.451
7019.400,120.744,124.218,5.364
7021.017,124.778,124.534,5.438
7022.633,120.928,124.494,5.512
7024.251,120.826,124.359,5.409
7025.868,119.313,124.465,5.437
7027.486,123.240,124.397,5.443
7029.105,123.527,124.406,5.508
7030.723,122.243,124.605,5.755
7032.342,122.621,124.446,5.962
7033.962,121.421,124.289,5.906
7035.582,122.192,124.608,5.668
7037.202,121.817,124.303,5.398
7038.822,121.135,123.829,5.305
7040.443,122.846,124.016,5.582
7042.065,119.551,124.402,5.988
7043.686,122.885,124.052,6.196
7045.308,122.988,123.836,6.112
7046.931,122.751,123.665,6.470
7048.553,122.689,123.598,7.520
7050.177,122.628,123.775,7.956
7051.800,121.421,124.063,7.380
7053.424,121.293,124.354,6.750
7055.048,120.805,124.771,6.474
7056.673,120.220,124.906,6.120
7058.298,121.801,124.895,5.806
7059.924,120.064,124.922,5.773
7061.549,122.688,124.780,5.757
7063.176,120.512,124.700,5.823
7064.802,121.192,125.084,6.098
7066.429,122.454,125.120,6.163
7068.056,122.835,124.888,6.177
7069.684,124.265,124.922,6.189
7071.312,121.217,125.213,6.116
7072.940,121.872,125.214,6.044
7074.569,123.398,125.184,6.154
7076.198,123.504,125.361,6.131
7077.828,123.606,125.502,6.054
7079.458,122.291,125.636,6.205
7081.088,122.200,126.073,6.126
7082.719,121.624,125.683,6.242
7084.350,121.830,125.351,6.421
7085.981,121.144,125.448,6.186
7087.613,120.485,125.614,5.980
7089.245,122.304,125.696,6.419
7090.878,120.804,125.918,6.649
7092.511,119.659,125.539,6.414
7094.144,122.812,126.148,5.939
7095.778,122.956,126.608,5.685
7097.412,121.343,126.387,5.584
7099.046,123.208,125.823,5.462
7100.681,123.222,125.406,5.491
7102.316,123.185,125.601,5.630
7103.952,122.273,125.574,5.525
7105.588,121.612,125.863,5.522
7107.224,120.778,126.202,5.677
7108.861,122.696,126.212,5.533
7110.498,120.916,126.230,5.741
7112.135,121.359,126.226,5.683
7113.773,121.547,126.530,5.625
7115.411,121.954,126.381,5.542
7117.050,121.319,126.144,5.673
7118.689,122.158,126.266,5.644
7120.328,121.106,126.357,5.474
7121.968,123.279,126.668,5.422
7123.608,122.612,126.778,5.400
7125.248,123.070,126.917,5.509
7126.889,121.260,127.011,5.550
7128.530,124.710,126.973,5.904
7130.172,122.969,127.013,5.849
7131.814,121.561,126.992,5.589
7133.456,121.773,126.831,5.919
7135.099,122.711,126.978,5.838
7136.742,121.276,127.407,5.922
7138.386,122.740,127.739,5.449
7140.029,122.302,127.639,5.453
7141.674,123.559,127.033,5.772
7143.318,123.832,126.525,6.146
7144.963,124.922,126.905,6.561
7146.609,124.244,127.258,6.762
7148.254,122.709,126.987,6.669
7149.901,119.477,127.031,6.291
7151.547,121.864,127.066,6.037
7153.194,122.743,127.305,5.930
7154.841,123.996,127.525,5.623
7156.489,123.383,127.441,5.600
7158.137,123.124,127.424,5.681
7159.785,125.607,128.055,5.920
7161.434,124.054,127.829,6.073
7163.083,122.687,127.558,6.069
7164.733,123.945,127.633,5.906
7166.383,120.134,127.733,5.960
7168.033,123.581,127.796,6.203
7169.684,125.215,128.191,6.095
7171.335,125.926,128.116,5.985
7172.986,124.334,127.943,5.919
7174.638,125.413,127.885,5.924
7176.290,125.615,128.019,6.089
7177.943,123.951,128.038,6.199
7179.596,123.248,127.669,6.084
7181.249,122.187,128.163,5.878
7182.903,123.954,128.515,5.860
7184.557,125.180,128.621,5.974
7186.212,124.954,128.677,5.665
7187.866,122.895,128.625,5.492
7189.522,121.884,128.334,5.337
7191.177,125.907,128.527,5.342
7192.833,125.015,128.617,5.350
7194.490,122.162,128.645,5.352
7196.147,122.779,128.788,5.414
7197.804,123.902,128.996,5.324
7199.461,124.465,128.982,5.483
7201.119,125.841,128.689,5.545
7202.778,123.866,128.889,5.607
7204.436,122.918,128.883,5.568
7206.095,123.906,128.525,5.522
7207.755,122.943,128.448,5.325
7209.415,120.812,129.127,5.261
7211.075,123.260,129.481,5.446
7212.735,126.606,129.339,5.364
7214.396,124.668,129.419,5.375
7216.058,123.625,129.659,5.394
7217.719,123.413,129.650,5.467
7219.382,124.794,129.549,5.417
7221.044,125.559,130.063,5.586
7222.707,124.374,130.078,5.672
7224.370,121.837,129.872,6.001
7226.034,121.384,129.459,5.916
7227.698,122.092,129.044,5.731
7229.362,124.405,129.242,5.726
7231.027,126.473,129.241,5.720
7232.692,124.455,129.309,5.985
7234.358,126.335,129.536,6.048
7236.024,126.608,129.698,6.169
7237.690,124.919,129.687,7.072
7239.357,127.385,129.595,13.009
7241.024,126.432,129.069,22.919
7242.692,126.311,129.095,25.899
7244.360,123.928,129.231,22.772
7246.028,124.123,129.352,24.474
7247.697,127.673,129.548,23.840
7249.366,127.125,129.642,14.848
7251.035,126.787,129.643,8.040
7252.705,126.089,130.016,7.689
7254.375,126.447,129.839,9.858
7256.046,125.921,129.650,10.391
7257.717,127.578,130.024,8.528
7259.388,128.116,130.198,6.969
7261.060,126.488,130.091,6.321
7262.732,125.156,130.155,5.986
7264.404,123.989,130.506,5.923
7266.077,126.412,130.730,5.914
7267.750,125.359,130.666,6.333
7269.424,125.480,130.703,6.848
7271.098,125.990,130.588,6.868
7272.772,126.449,130.082,6.494
7274.447,127.339,130.153,8.173
7276.122,125.501,130.826,20.162
7277.798,125.321,131.261,34.449
7279.474,127.287,130.796,30.632
7281.150,124.820,130.168,14.117
7282.827,126.118,130.404,7.991
7284.504,123.994,130.727,12.336
7286.182,128.447,130.593,16.488
7287.860,126.391,130.365,14.283
7289.538,122.769,130.681,8.207
7291.217,121.506,130.784,6.100
7292.896,121.297,131.028,6.323
7294.575,125.272,131.198,6.516
7296.255,124.590,131.209,7.984
7297.935,125.633,131.114,8.796
7299.616,127.282,130.917,7.803
7301.297,127.006,130.708,6.115
7302.978,129.430,130.597,7.296
7304.660,127.669,130.751,11.171
7306.342,128.072,131.172,12.272
7308.025,127.484,131.375,8.840
7309.708,126.739,130.849,6.353
7311.391,125.172,130.833,6.106
7313.075,125.609,131.400,6.414
7314.759,128.481,131.473,8.417
7316.443,126.703,131.203,18.869
7318.128,130.333,131.314,27.170
7319.813,128.284,131.773,22.559
7321.499,125.948,131.684,11.172
7323.185,125.453,131.512,7.119
7324.871,127.352,131.600,6.155
7326.558,125.603,131.632,5.828
7328.245,124.857,131.434,7.774
7329.933,126.021,131.388,13.746
7331.621,126.867,131.420,16.540
7333.309,127.540,131.805,11.966
7334.998,124.838,131.597,7.129
7336.687,129.063,131.300,5.819
7338.377,134.578,131.578,6.116
7340.067,131.945,131.917,12.240
7341.757,130.379,132.171,19.859
7343.448,130.184,132.101,23.182
7345.139,128.755,131.996,18.165
7346.830,130.236,131.986,8.066
7348.522,129.978,132.030,6.504
7350.214,128.699,132.113,6.377
7351.907,128.259,132.294,6.509
7353.600,128.396,132.527,6.708
7355.293,130.127,132.542,6.540
7356.987,129.123,132.774,6.951
7358.681,129.259,133.183,10.463
7360.376,128.860,132.878,14.367
7362.071,130.243,132.646,12.424
7363.766,130.120,132.589,7.753
7365.462,129.193,132.724,6.466
7367.158,127.662,133.169,6.891
7368.855,130.479,133.493,13.011
7370.552,129.699,133.005,24.058
7372.249,131.498,133.003,24.369
7373.947,129.693,133.058,13.341
7375.645,128.760,132.988,6.956
7377.343,128.927,132.978,6.440
7379.042,129.055,133.118,6.036
7380.742,129.605,133.229,6.255
7382.441,131.406,133.418,6.041
7384.141,130.030,133.483,6.029
7385.842,128.658,133.552,6.080
7387.543,129.183,133.801,5.922
7389.244,129.830,134.042,6.113
7390.946,130.447,133.913,7.071
7392.648,129.586,134.045,10.001
7394.350,128.673,133.992,11.693
7396.053,128.695,134.094,9.462
7397.756,130.103,134.088,6.587
7399.460,130.124,133.792,5.822
7401.164,128.064,133.724,9.118
7402.868,130.447,133.864,16.930
7404.573,130.608,133.781,17.864
7406.278,128.326,133.976,10.898
7407.983,127.279,134.186,6.248
7409.689,127.309,134.069,5.474
7411.396,125.675,133.992,5.344
7413.102,127.101,134.065,5.764
7414.810,130.174,133.828,6.062
7416.517,127.648,133.769,6.010
7418.225,125.283,134.046,5.812
7419.933,127.696,134.362,5.722
7421.642,130.273,134.358,5.696
7423.351,127.637,134.092,5.687
7425.061,126.057,134.186,5.689
7426.770,127.346,134.563,5.653
7428.481,128.410,134.588,5.899
7430.191,130.672,134.154,7.748
7431.902,131.354,134.016,9.104
7433.614,130.790,134.058,7.874
7435.326,131.716,134.178,5.997
7437.038,132.085,134.164,6.354
7438.751,131.664,134.184,9.708
7440.464,132.139,134.323,12.459
7442.177,130.375,134.344,10.193
7443.891,129.271,134.472,6.770
7445.605,128.413,134.607,5.716
7447.320,125.565,134.648,5.611
7449.035,127.568,134.650,5.547
7450.750,129.313,134.685,5.578
7452.466,131.276,134.721,5.688
7454.182,131.337,134.709,5.720
7455.899,130.980,134.739,5.684
7457.616,131.288,134.650,5.699
7459.333,131.598,134.592,5.667
7461.051,131.130,134.770,6.031
7462.769,128.884,135.067,6.636
7464.488,129.315,135.217,7.062
7466.207,128.371,135.321,7.652
7467.926,131.463,135.202,8.051
7469.646,132.606,135.228,7.962
7471.366,131.758,135.445,8.281
7473.086,132.025,135.227,9.882
7474.807,132.738,135.114,11.224
7476.529,131.766,135.265,9.923
7478.250,131.546,135.594,7.790
7479.972,134.220,135.718,9.234
7481.695,129.988,135.549,11.023
7483.418,136.048,135.551,11.472
7485.141,132.613,135.741,11.457
7486.865,130.777,135.737,9.900
7488.589,130.713,135.746,7.300
7490.314,132.747,135.617,6.311
7492.038,130.993,135.520,6.217
7493.764,130.919,136.073,6.779
7495.489,129.331,136.313,7.484
7497.216,128.949,136.163,6.923
7498.942,129.901,136.086,5.857
7500.669,133.464,136.133,5.711
7502.396,132.464,136.157,5.914
7504.124,131.555,136.179,5.883
7505.852,133.692,136.248,5.785
7507.581,129.472,136.410,5.666
7509.309,131.368,136.665,5.666
7511.039,131.675,136.845,5.752
7512.768,130.586,136.840,5.572
7514.498,129.349,136.774,5.461
7516.229,133.070,136.752,5.747
7517.960,132.245,136.583,6.676
7519.691,132.233,136.692,7.026
7521.423,133.297,136.685,6.800
7523.155,131.684,136.434,10.453
7524.887,132.776,136.675,19.823
7526.620,132.060,136.783,22.049
7528.353,133.282,136.594,13.471
7530.087,132.804,136.632,8.232
7531.821,132.244,136.726,9.941
7533.556,131.845,136.653,9.878
7535.291,132.613,136.700,7.187
7537.026,134.546,136.647,5.852
7538.761,134.034,136.793,6.111
7540.497,136.230,137.129,6.496
7542.234,135.968,137.138,7.242
7543.971,134.220,136.986,6.803
7545.708,134.064,137.494,5.963
7547.446,134.490,137.294,5.787
7549.184,135.400,137.238,5.863
7550.922,135.729,136.945,5.662
7552.661,135.687,136.988,5.901
7554.400,133.756,137.467,6.039
7556.140,133.019,137.346,6.393
7557.880,131.773,137.782,7.827
7559.621,133.404,137.399,8.986
7561.361,134.940,137.667,7.895
7563.103,134.033,138.185,6.270
7564.844,133.178,138.050,5.986
7566.586,135.203,137.904,6.099
7568.329,133.004,138.092,6.709
7570.072,134.143,138.262,7.675
7571.815,131.624,138.309,12.252
7573.559,134.558,138.316,17.552
7575.303,130.591,138.304,15.334
7577.047,135.765,138.199,9.198
7578.792,135.793,138.265,6.529
7580.537,136.967,138.686,5.857
7582.283,136.355,138.744,5.721
7584.029,137.929,138.513,5.799
7585.776,132.876,138.568,7.331
7587.523,133.075,139.000,9.684
7589.270,135.097,138.952,9.454
7591.018,137.499,138.730,7.112
7592.766,138.932,137.962,5.857
7594.514,132.984,137.496,5.917
7596.263,128.627,137.734,6.261
7598.012,127.636,137.657,9.852
7599.762,129.287,137.877,16.644
7601.512,133.107,138.046,17.412
7603.263,131.902,138.137,10.988
7605.014,133.975,138.251,7.471
7606.765,135.284,138.156,7.798
7608.517,138.480,137.571,8.376
7610.269,136.577,137.706,8.184
7612.021,140.933,138.722,8.043
7613.774,135.685,139.055,8.006
7615.528,140.043,139.045,7.389
7617.281,139.176,139.303,7.816
7619.036,139.937,139.224,9.495
7620.790,137.601,139.513,9.753
7622.545,135.027,139.724,8.797
7624.300,137.126,139.484,8.255
7626.056,139.259,139.178,7.953
7627.812,138.243,139.201,9.596
7629.569,136.716,139.329,15.052
7631.326,141.311,139.311,16.012
7633.083,140.314,139.322,11.158
7634.841,138.007,139.678,7.289
7636.599,139.524,140.027,6.616
7638.358,137.966,140.021,6.551
7640.117,139.404,139.912,6.506
7641.876,136.422,139.874,6.791
7643.636,139.807,139.802,6.880
7645.396,138.900,139.953,6.457
7647.157,134.245,140.026,6.378
7648.918,138.859,139.914,6.383
7650.679,136.024,140.138,6.505
7652.441,135.083,140.384,6.775
7654.203,142.436,140.526,7.811
7655.966,135.868,140.534,8.229
7657.729,135.410,140.479,7.004
7659.493,137.988,140.487,5.894
7661.256,131.521,140.667,6.396
7663.021,137.796,140.992,9.118
7664.785,133.323,141.239,10.374
7666.550,127.279,141.159,8.350
7668.316,126.183,140.967,6.338
7670.082,139.264,140.936,5.955
7671.848,140.183,140.948,5.667
7673.615,138.385,140.711,5.719
7675.382,141.635,140.482,5.837
7677.150,139.084,140.504,5.904
7678.917,138.747,140.554,5.798
7680.686,142.765,140.553,5.769
7682.455,139.205,140.757,6.515
7684.224,138.279,140.624,6.881
7685.993,146.183,140.761,7.097
7687.763,141.585,141.034,5.886
7689.534,138.896,141.464,6.045
7691.304,139.122,141.831,7.628
7693.076,139.530,141.629,7.932
7694.847,139.096,141.633,7.627
7696.619,138.413,141.335,7.214
7698.392,136.193,141.052,7.649
7700.164,133.113,141.095,8.851
7701.938,134.796,141.390,9.384
7703.711,140.612,141.589,8.049
7705.485,138.630,141.658,6.612
7707.260,139.979,141.863,6.104
7709.035,138.595,141.458,6.052
7710.810,139.443,141.313,7.612
7712.586,137.394,141.939,18.874
7714.362,141.400,142.045,31.514
7716.138,138.078,141.828,34.512
7717.915,137.801,142.046,36.164
7719.692,140.846,142.062,34.390
7721.470,139.237,142.255,19.154
7723.248,138.012,142.224,9.209
7725.027,139.061,140.604,10.454
7726.806,138.220,140.539,13.799
7728.585,139.635,140.991,13.186
7730.365,140.836,141.026,9.506
7732.145,139.681,140.871,7.017
7733.926,139.020,140.721,6.865
7735.707,140.146,140.512,7.705
7737.488,140.196,141.928,8.211
7739.270,141.240,142.174,7.843
7741.052,139.595,142.305,7.329
7742.835,138.529,142.444,7.034
7744.618,136.728,142.324,6.522
7746.401,138.104,142.567,6.594
7748.185,138.598,142.612,7.375
7749.970,134.649,142.927,18.146
7751.754,137.183,143.278,41.440
7753.539,141.944,143.481,43.012
7755.325,139.266,143.489,20.356
7757.111,138.837,143.365,7.992
7758.897,139.241,143.565,9.443
7760.684,142.567,143.606,16.586
7762.471,140.383,143.446,19.862
7764.259,141.278,143.410,13.251
7766.047,142.052,143.554,6.847
7767.835,141.813,143.584,6.021
7769.624,140.604,143.915,6.161
7771.413,140.817,143.803,7.737
7773.203,138.565,144.140,12.129
7774.993,135.563,143.963,17.015
7776.783,137.232,142.904,15.553
7778.574,138.488,142.827,9.763
7780.366,140.923,143.036,10.325
7782.157,140.162,142.851,14.748
7783.949,141.687,142.953,13.182
7785.742,139.911,143.101,8.353
7787.535,140.637,142.923,7.248
7789.328,142.270,142.889,7.325
7791.122,143.237,143.050,7.761
7792.916,143.066,143.078,12.439
7794.711,141.929,143.273,27.944
7796.506,145.632,143.613,36.383
7798.301,142.483,143.710,22.420
7800.097,141.368,143.349,7.776
7801.893,144.035,143.309,6.002
7803.690,143.178,144.188,5.967
7805.487,142.800,144.528,6.219
7807.284,143.810,144.281,7.807
7809.082,144.286,144.124,14.604
7810.881,143.388,144.176,18.523
7812.679,143.019,144.681,12.992
7814.478,141.153,144.595,7.580
7816.278,145.083,144.577,7.277
7818.078,144.740,145.053,7.093
7819.878,144.467,145.512,9.395
7821.679,141.937,145.188,26.252
7823.480,148.168,145.032,42.314
7825.282,147.054,144.967,32.018
7827.084,143.040,145.103,11.278
7828.887,144.762,145.071,6.807
7830.689,144.604,144.893,7.016
7832.493,145.431,145.234,6.764
7834.296,144.216,145.381,6.385
7836.101,142.586,145.788,6.368
7837.905,142.373,145.749,6.147
7839.710,143.559,145.586,6.773
7841.515,145.150,145.787,12.522
7843.321,145.274,145.994,17.972
7845.127,144.113,146.255,13.682
7846.934,145.693,146.224,7.256
7848.741,145.213,145.996,6.910
7850.548,142.665,145.980,9.417
7852.356,144.859,146.204,17.051
7854.165,144.518,146.163,37.188
7855.973,147.342,146.021,44.284
7857.782,145.689,145.593,25.482
7859.592,147.518,145.590,13.336
7861.402,147.625,145.719,19.858
7863.212,145.142,145.694,21.051
7865.023,147.192,146.018,12.937
7866.834,145.519,146.053,7.883
7868.646,147.536,145.811,11.480
7870.458,144.041,145.790,18.375
7872.270,146.930,145.999,24.243
7874.083,148.269,146.261,19.682
7875.896,144.533,146.472,9.928
7877.710,145.468,146.086,7.515
7879.524,145.677,145.763,12.689
7881.339,144.781,146.133,17.788
7883.154,143.868,146.604,17.115
7884.969,146.496,146.557,13.336
7886.785,147.210,146.426,9.381
7888.601,147.549,146.674,10.248
7890.418,144.514,146.815,20.449
7892.235,147.520,146.697,26.744
7894.052,144.943,146.566,18.352
7895.870,147.050,146.574,8.921
7897.688,148.318,146.692,7.383
7899.507,146.670,147.392,6.940
7901.326,148.809,147.423,6.703
7903.146,147.116,147.251,6.227
7904.966,145.098,147.155,6.668
7906.786,146.464,147.125,6.963
7908.607,145.203,147.312,6.787
7910.428,145.916,147.694,7.113
7912.250,144.411,147.495,12.975
7914.072,147.717,147.334,38.338
7915.895,149.587,147.478,54.886
7917.717,148.049,147.756,35.870
7919.541,145.727,148.018,13.009
7921.365,146.054,148.149,19.610
7923.189,147.628,148.008,27.303
7925.013,146.537,148.110,19.778
7926.838,146.298,148.233,8.669
7928.664,146.345,148.000,6.809
7930.490,147.674,147.873,10.105
7932.316,144.324,148.763,18.134
7934.143,147.524,148.580,19.997
7935.970,147.208,148.442,12.628
7937.797,148.057,148.735,6.829
7939.625,144.282,148.832,6.098
7941.454,145.839,148.515,6.367
7943.282,146.918,148.869,6.438
7945.112,144.361,149.245,6.852
7946.941,143.417,149.706,7.364
7948.771,145.580,149.843,10.121
7950.602,147.261,149.455,15.693
7952.433,149.116,149.254,15.055
7954.264,147.058,149.575,8.988
7956.096,147.817,149.729,6.047
7957.928,149.596,149.484,6.108
7959.760,149.264,149.529,5.824
7961.594,147.284,150.019,5.929
7963.427,146.159,149.912,9.834
7965.261,148.750,149.377,29.340
7967.095,152.986,149.226,41.304
7968.930,147.478,149.427,26.567
7970.765,150.158,149.515,10.999
7972.600,149.104,149.386,7.607
7974.436,148.677,149.473,6.418
7976.273,148.215,149.543,7.040
7978.110,150.905,149.523,10.396
7979.947,148.754,149.894,17.910
7981.785,150.997,150.197,21.776
7983.623,149.471,149.974,15.378
7985.461,151.277,149.705,7.303
7987.300,151.624,149.700,6.565
7989.139,150.150,149.960,6.896
7990.979,149.831,150.362,7.239
7992.819,147.490,150.424,17.932
7994.660,149.474,150.158,42.425
7996.501,150.413,150.399,42.047
7998.343,148.114,150.962,18.737
8000.184,149.226,150.787,7.666
8002.027,147.487,150.489,7.143
8003.870,150.309,150.210,6.792
8005.713,151.313,149.798,6.606
8007.556,151.693,149.710,6.210
8009.400,151.450,150.721,6.033
8011.245,149.105,150.821,6.133
8013.090,151.408,149.856,8.197
8014.935,152.363,150.116,14.942
8016.781,150.554,151.350,17.455
8018.627,152.095,149.871,11.250
8020.473,152.205,149.100,7.723
8022.320,152.591,149.209,8.239
8024.168,153.502,149.493,8.714
8026.016,150.686,149.573,21.418
8027.864,150.974,149.509,34.343
8029.713,149.418,149.779,26.655
8031.562,150.732,151.043,12.484
8033.411,153.143,151.066,8.287
8035.261,153.300,151.131,7.113
8037.112,148.580,151.592,6.525
8038.962,147.913,151.808,6.309
8040.814,153.796,151.619,6.078
8042.665,152.181,151.539,6.315
8044.517,153.044,151.688,6.326
8046.370,151.874,151.686,6.190
8048.223,150.657,151.607,5.983
8050.076,154.085,151.760,6.317
8051.930,155.563,152.087,9.418
8053.784,154.236,152.017,12.935
8055.639,154.939,152.384,11.004
8057.494,153.002,151.936,7.181
8059.350,153.909,150.748,6.125
8061.206,152.869,150.176,8.592
8063.062,151.958,150.910,17.158
8064.919,152.364,150.965,20.042
8066.776,151.915,151.420,12.095
8068.634,154.131,151.402,6.542
8070.492,155.852,151.296,6.305
8072.350,154.913,151.596,5.825
8074.209,154.373,151.728,5.934
8076.069,152.781,152.546,6.433
8077.928,153.952,152.656,7.003
8079.789,153.200,152.680,6.998
8081.649,153.434,152.884,6.445
8083.510,155.424,153.023,6.168
8085.372,154.285,152.873,6.747
8087.234,151.841,152.224,7.287
8089.096,154.407,152.673,6.846
8090.959,155.411,153.124,6.044
8092.822,155.786,153.045,6.505
8094.686,150.886,152.866,8.454
8096.550,155.013,153.123,8.900
8098.414,151.406,153.713,6.919
8100.279,156.194,153.650,6.086
8102.145,154.956,153.474,8.017
8104.011,157.654,153.066,11.828
8105.877,153.943,152.771,11.671
8107.743,156.955,153.681,7.946
8109.611,155.960,153.733,6.620
8111.478,155.623,152.630,6.550
8113.346,153.508,151.982,6.339
8115.214,155.963,152.042,6.263
8117.083,157.665,152.382,6.327
